G14	G73	0.0040334
G78	G14	0.0040283
G60	G48	0.0040209
G6	G40	0.0040194
G98	G85	0.0040173
G18	G94	0.0040162
G77	G81	0.0040146
G18	G14	0.0040141
G97	G5	0.0040115
G94	G74	0.0040087
G50	G48	0.0040064
G38	G80	0.0040055
G47	G24	0.0039971
G33	G42	0.003992
G78	G77	0.0039904
G87	G74	0.0039855
G14	G48	0.0039803
G12	G99	0.0039793
G78	G18	0.0039754
G14	G86	0.0039739
G6	G26	0.0039639
G52	G70	0.0039639
G9	G4	0.0039624
G76	G48	0.0039591
G78	G82	0.0039569
G77	G28	0.003949
G49	G29	0.003947
G60	G79	0.0039444
G45	G11	0.0039371
G6	G95	0.0039334
G12	G94	0.0039282
G23	G24	0.003926
G86	G28	0.0039235
G20	G17	0.0039207
G7	G80	0.0039055
G36	G20	0.003904
G94	G12	0.0038947
G14	G63	0.0038889
G56	G13	0.0038865
G80	G95	0.0038791
G15	G14	0.003878
G59	G96	0.003875
G34	G36	0.0038703
G20	G10	0.00387
G25	G48	0.0038654
G94	G88	0.0038609
G25	G83	0.0038601
G93	G63	0.0038571
G92	G88	0.0038552
G15	G85	0.0038538
G12	G26	0.0038473
G49	G8	0.0038465
G59	G34	0.0038448
G88	G11	0.0038323
G59	G80	0.0038286
G10	G38	0.0038258
G15	G94	0.0038204
G6	G27	0.0038129
G56	G97	0.0038046
G37	G44	0.003804
G4	G28	0.0038005
G8	G66	0.0037961
G28	G18	0.003795
G10	G16	0.0037946
G54	G27	0.003794
G66	G78	0.0037845
G66	G73	0.0037841
G42	G56	0.0037837
G32	G11	0.0037826
G72	G79	0.0037784
G77	G31	0.0037771
G48	G20	0.0037755
G4	G67	0.003773
G78	G79	0.0037727
G78	G86	0.0037716
G50	G74	0.0037685
G52	G28	0.0037671
G60	G93	0.0037562
G73	G85	0.0037555
G6	G74	0.0037469
G47	G26	0.0037442
G81	G64	0.0037411
G36	G94	0.0037351
G18	G35	0.0037255
G52	G62	0.003717
G77	G100	0.0036997
G4	G23	0.0036908
G28	G86	0.0036885
G4	G33	0.0036868
G62	G82	0.0036862
G6	G56	0.003684
G47	G44	0.0036834
G4	G8	0.0036787
G25	G5	0.0036766
G14	G25	0.0036764
G6	G63	0.0036763
G59	G12	0.0036737
G52	G78	0.0036701
G97	G83	0.003669
G73	G49	0.0036682
G78	G24	0.0036641
G45	G80	0.0036633
G34	G15	0.0036602
G7	G32	0.0036552
G67	G31	0.0036541
G28	G36	0.0036512
G84	G18	0.0036424
G52	G7	0.003639
G9	G15	0.0036321
G100	G77	0.0036291
G81	G12	0.0036259
G6	G65	0.0036249
G56	G89	0.0036179
G14	G88	0.0036176
G51	G60	0.0036175
G59	G81	0.0036124
G77	G98	0.0036098
G18	G70	0.0036091
G52	G33	0.0036024
G89	G12	0.0035933
G60	G66	0.0035877
G52	G21	0.0035785
G18	G8	0.003578
G78	G92	0.0035743
G33	G23	0.0035731
G18	G80	0.0035682
G78	G73	0.0035652
G28	G95	0.003565
G49	G60	0.0035627
G80	G38	0.0035602
G98	G4	0.0035591
G56	G41	0.0035537
G15	G80	0.0035514
G35	G10	0.0035454
G92	G33	0.003544
G38	G44	0.0035424
G48	G56	0.0035397
G78	G49	0.0035336
G9	G63	0.0035325
G93	G86	0.0035272
G97	G76	0.0035211
G47	G43	0.0035164
G18	G48	0.0035078
G59	G14	0.0035062
G4	G82	0.0035058
G23	G12	0.0035051
G15	G38	0.0034941
G51	G79	0.003493
G86	G35	0.0034927
G34	G84	0.0034919
G20	G81	0.0034906
G78	G83	0.0034853
G6	G77	0.0034841
G49	G62	0.0034786
G59	G37	0.0034725
G59	G51	0.0034696
G46	G24	0.003467
G15	G89	0.0034658
G94	G86	0.0034625
G93	G96	0.0034619
G37	G28	0.0034597
G23	G84	0.0034593
G15	G12	0.0034562
G87	G15	0.0034544
G92	G29	0.003454
G4	G99	0.0034519
G47	G48	0.0034483
G67	G64	0.0034467
G47	G64	0.0034442
G36	G78	0.0034417
G63	G84	0.0034385
G73	G66	0.0034354
G99	G28	0.0034338
G53	G26	0.0034281
G79	G8	0.0034275
G47	G4	0.0034273
G9	G32	0.0034255
G25	G74	0.003424
G84	G60	0.0034237
G7	G95	0.0034215
G59	G49	0.0034183
G71	G77	0.003416
G59	G52	0.003415
G74	G10	0.003414
G79	G83	0.0034137
G78	G65	0.0034135
G49	G23	0.0034106
G52	G5	0.0034096
G66	G56	0.0034065
G12	G50	0.0034065
G23	G11	0.0034026
G51	G93	0.0034015
G85	G93	0.0033973
G92	G16	0.0033907
G81	G84	0.0033866
G32	G62	0.0033794
G6	G37	0.0033778
G66	G15	0.0033762
G90	G60	0.0033761
G61	G89	0.0033749
G31	G89	0.0033746
G36	G86	0.0033713
G36	G8	0.0033655
G6	G78	0.0033648
G69	G29	0.0033639
G12	G74	0.0033604
G73	G4	0.0033584
G25	G32	0.0033568
G38	G29	0.0033542
G52	G20	0.0033515
G70	G47	0.0033508
G99	G74	0.0033489
G35	G59	0.0033481
G77	G79	0.0033456
G12	G9	0.003343
G79	G76	0.0033411
G62	G49	0.0033394
G9	G11	0.0033393
G98	G94	0.003335
G66	G76	0.0033333
G31	G86	0.0033273
G78	G95	0.0033216
G72	G86	0.0033207
G23	G5	0.0033204
G25	G20	0.0033192
G6	G14	0.0033172
G76	G97	0.0033115
G72	G73	0.0033101
G87	G78	0.0033068
G79	G64	0.003306
G48	G85	0.0033055
G1	G71	0.003304
G25	G15	0.0033006
G14	G95	0.0032995
G99	G38	0.0032916
G7	G11	0.0032877
G6	G35	0.003285
G85	G18	0.0032815
G6	G70	0.0032793
G29	G7	0.0032792
G33	G83	0.0032731
G94	G34	0.0032674
G81	G11	0.0032601
G10	G8	0.0032569
G29	G49	0.0032555
G81	G14	0.0032542
G9	G31	0.0032508
G67	G60	0.0032408
G4	G41	0.0032392
G47	G82	0.0032344
G94	G63	0.0032317
G59	G33	0.0032287
G1	G27	0.0032274
G100	G79	0.0032212
G52	G82	0.0032204
G20	G87	0.0032087
G77	G29	0.0032067
G56	G32	0.0032048
G41	G60	0.0032042
G6	G58	0.003204
G92	G8	0.0032005
G47	G83	0.0031937
G14	G66	0.0031926
G4	G64	0.0031909
G7	G14	0.0031891
G60	G41	0.0031833
G81	G61	0.0031792
G82	G46	0.0031727
G10	G7	0.0031705
G56	G20	0.0031632
G61	G66	0.0031601
G82	G15	0.0031585
G42	G77	0.0031479
G47	G50	0.0031446
G51	G33	0.003139
G73	G1	0.003138
G31	G60	0.0031364
G4	G22	0.0031353
G56	G70	0.003135
G97	G20	0.0031328
G38	G60	0.003132
G63	G83	0.0031263
G12	G41	0.003126
G77	G10	0.0031257
G73	G87	0.0031218
G73	G89	0.0031133
G11	G97	0.0031111
G12	G82	0.0031101
G77	G7	0.0031065
G59	G29	0.0031064
G38	G10	0.003105
G89	G15	0.0030997
G48	G18	0.0030973
G59	G25	0.0030867
G89	G79	0.0030836
G6	G11	0.0030824
G72	G59	0.0030814
G8	G51	0.0030786
G32	G98	0.0030782
G6	G90	0.0030771
G31	G67	0.0030756
G28	G56	0.0030724
G4	G32	0.0030718
G93	G20	0.0030669
G53	G29	0.0030662
G31	G12	0.003066
G92	G38	0.003064
G92	G19	0.003062
G52	G31	0.0030613
G6	G12	0.0030601
G36	G15	0.0030576
G70	G18	0.0030544
G6	G64	0.0030534
G95	G94	0.0030502
G34	G96	0.0030473
G8	G14	0.0030436
G79	G78	0.0030427
G34	G71	0.0030422
G49	G24	0.003042
G96	G8	0.0030407
G6	G96	0.0030399
G78	G28	0.0030389
G9	G66	0.0030373
G28	G23	0.0030335
G31	G77	0.0030287
G36	G40	0.003028
G97	G78	0.0030272
G23	G27	0.0030191
G71	G74	0.0030173
G81	G7	0.0030165
G15	G92	0.0030147
G51	G27	0.0030139
G87	G44	0.0030126
G51	G6	0.0030121
G59	G68	0.0030071
G42	G60	0.0030047
G51	G24	0.0030012
G56	G64	0.003001
G10	G20	0.0029972
G46	G92	0.0029963
G14	G67	0.002995
G76	G10	0.002992
G28	G26	0.0029902
G40	G31	0.002988
G4	G52	0.0029866
G94	G77	0.0029859
G42	G50	0.0029843
G78	G4	0.002984
G51	G18	0.0029833
G60	G84	0.002982
G6	G8	0.0029815
G6	G68	0.0029812
G25	G16	0.0029798
G74	G50	0.0029796
G81	G59	0.0029783
G59	G62	0.0029778
G67	G63	0.0029757
G20	G15	0.0029753
G61	G78	0.0029752
G2	G48	0.0029724
G92	G65	0.0029719
G18	G96	0.0029683
G73	G15	0.0029674
G51	G62	0.0029663
G71	G32	0.002963
G81	G66	0.0029619
G66	G72	0.0029616
G52	G14	0.0029612
G38	G79	0.002959
G81	G30	0.0029569
G93	G15	0.0029493
G87	G47	0.0029492
G38	G15	0.0029468
G79	G72	0.0029448
G79	G58	0.0029424
G81	G13	0.0029406
G36	G92	0.0029406
G6	G16	0.0029369
G1	G38	0.0029342
G42	G33	0.002933
G92	G86	0.0029276
G81	G97	0.0029275
G40	G60	0.0029255
G29	G81	0.0029238
G83	G63	0.0029231
G70	G33	0.002923
G93	G97	0.0029209
G61	G77	0.0029207
G12	G86	0.0029183
G73	G10	0.0029126
G73	G86	0.0029096
G18	G85	0.0029079
G77	G46	0.0029079
G13	G18	0.0029033
G4	G80	0.0029028
G25	G85	0.0029024
G15	G84	0.0029019
G81	G98	0.0029
G2	G66	0.0028982
G12	G73	0.0028979
G52	G63	0.0028954
G82	G77	0.002894
G63	G18	0.0028922
G63	G86	0.00289
G4	G20	0.0028878
G6	G71	0.0028843
G61	G8	0.0028826
G50	G42	0.0028816
G52	G26	0.0028811
G59	G23	0.0028801
G73	G24	0.0028771
G20	G95	0.0028743
G81	G63	0.0028716
G9	G89	0.0028703
G79	G62	0.0028696
G36	G45	0.0028665
G18	G78	0.0028658
G28	G99	0.0028634
G12	G85	0.0028634
G12	G29	0.0028634
G73	G41	0.0028617
G92	G73	0.0028595
G23	G60	0.0028585
G56	G63	0.0028575
G90	G20	0.0028572
G62	G79	0.0028565
G76	G38	0.0028514
G7	G16	0.0028507
G14	G62	0.0028495
G4	G65	0.0028486
G49	G78	0.0028481
G7	G89	0.0028475
G83	G80	0.0028469
G87	G11	0.0028464
G9	G28	0.0028448
G14	G9	0.0028432
G98	G32	0.0028427
G20	G74	0.0028426
G69	G12	0.0028422
G81	G50	0.0028388
G71	G84	0.0028386
G73	G61	0.0028376
G30	G50	0.0028351
G8	G96	0.0028295
G34	G26	0.0028287
G84	G31	0.0028273
G4	G60	0.0028266
G78	G8	0.0028254
G63	G73	0.0028243
G59	G78	0.0028211
G25	G60	0.0028167
G6	G43	0.0028151
G97	G64	0.0028141
G6	G24	0.0028139
G87	G71	0.0028106
G60	G56	0.00281
G77	G8	0.0028099
G86	G84	0.0028097
G85	G82	0.0028007
G100	G11	0.0028004
G5	G27	0.002796
G4	G84	0.0027955
G92	G13	0.0027951
G4	G75	0.002795
G25	G88	0.0027947
G56	G14	0.0027914
G19	G11	0.0027898
G6	G44	0.0027882
G71	G80	0.002787
G60	G38	0.0027866
G56	G31	0.0027857
G9	G48	0.0027849
G95	G12	0.0027826
G73	G78	0.0027802
G36	G97	0.0027783
G77	G63	0.0027758
G28	G12	0.0027754
G1	G21	0.0027746
G67	G73	0.0027718
G56	G54	0.0027693
G6	G66	0.0027667
G6	G33	0.0027632
G34	G62	0.0027602
G59	G16	0.0027588
G7	G18	0.0027587
G56	G96	0.0027575
G28	G97	0.0027554
G18	G36	0.0027536
G20	G26	0.0027529
G99	G18	0.0027525
G10	G73	0.0027479
G35	G33	0.0027457
G80	G44	0.0027429
G51	G19	0.0027386
G70	G82	0.0027369
G37	G24	0.0027369
G5	G59	0.0027367
G20	G71	0.0027367
G4	G17	0.0027351
G95	G77	0.0027341
G47	G79	0.0027333
G86	G31	0.0027323
G45	G18	0.0027311
G7	G83	0.0027298
G38	G26	0.0027275
G97	G47	0.0027275
G95	G64	0.0027267
G100	G80	0.0027182
G94	G8	0.0027165
G42	G12	0.0027163
G6	G36	0.0027149
G48	G11	0.0027146
G91	G83	0.0027134
G25	G78	0.0027076
G7	G64	0.0027075
G8	G18	0.0027029
G14	G99	0.0027021
G13	G94	0.0026949
G80	G18	0.0026929
G35	G48	0.0026929
G35	G60	0.0026928
G18	G13	0.0026922
G53	G64	0.0026897
G82	G76	0.0026895
G78	G97	0.0026884
G32	G83	0.002686
G98	G38	0.0026853
G7	G82	0.0026817
G93	G18	0.0026816
G33	G92	0.0026806
G12	G78	0.0026767
G70	G45	0.0026731
G73	G14	0.0026724
G86	G89	0.0026714
G70	G21	0.0026699
G59	G69	0.0026695
G77	G44	0.0026613
G47	G76	0.0026607
G6	G48	0.0026552
G15	G66	0.0026471
G25	G68	0.0026464
G15	G45	0.0026436
G86	G78	0.0026435
G29	G82	0.002643
G73	G71	0.0026429
G59	G87	0.0026421
G76	G80	0.0026417
G36	G39	0.0026415
G4	G15	0.0026406
G80	G15	0.0026404
G15	G98	0.0026389
G51	G7	0.0026386
G59	G76	0.0026376
G79	G10	0.0026354
G35	G78	0.0026345
G79	G28	0.0026344
G88	G14	0.0026333
G51	G88	0.002627
G82	G92	0.0026267
G25	G58	0.0026266
G25	G11	0.0026239
G67	G88	0.002623
G79	G100	0.0026199
G14	G80	0.0026187
G56	G24	0.0026185
G78	G42	0.0026182
G18	G99	0.0026162
G72	G26	0.0026155
G7	G58	0.0026144
G56	G55	0.0026134
G6	G20	0.002613
G20	G83	0.0026118
G46	G44	0.0026107
G82	G94	0.0026089
G97	G86	0.0026082
G51	G59	0.0026075
G81	G85	0.0026055
G10	G6	0.0025998
G51	G14	0.0025993
G7	G37	0.0025971
G72	G82	0.0025967
G4	G2	0.0025966
G31	G36	0.0025941
G6	G61	0.0025918
G86	G24	0.0025883
G35	G66	0.002588
G42	G94	0.0025861
G14	G31	0.0025848
G51	G92	0.0025846
G92	G93	0.0025836
G85	G41	0.0025826
G66	G4	0.0025822
G31	G50	0.0025786
G56	G78	0.0025745
G29	G53	0.0025743
G16	G92	0.0025738
G23	G86	0.0025721
G97	G56	0.0025718
G15	G70	0.0025717
G29	G84	0.0025711
G18	G12	0.0025709
G97	G93	0.0025703
G76	G41	0.0025678
G56	G100	0.0025663
G98	G76	0.0025636
G89	G32	0.0025634
G1	G12	0.002563
G7	G21	0.0025607
G25	G86	0.0025602
G18	G24	0.0025593
G62	G89	0.0025584
G72	G42	0.0025553
G6	G86	0.0025539
G14	G7	0.0025535
G42	G59	0.0025521
G13	G98	0.0025512
G85	G64	0.0025499
G81	G90	0.0025491
G65	G78	0.0025476
G15	G56	0.0025431
G9	G26	0.0025419
G7	G73	0.0025406
G79	G77	0.0025405
G76	G11	0.0025375
G87	G70	0.0025354
G31	G62	0.0025333
G95	G74	0.0025331
G59	G41	0.0025318
G92	G24	0.0025318
G86	G73	0.0025314
G98	G82	0.0025291
G97	G98	0.0025289
G97	G89	0.0025281
G38	G98	0.0025268
G12	G67	0.002526
G94	G21	0.0025245
G95	G21	0.0025243
G59	G97	0.0025232
G76	G60	0.0025223
G25	G56	0.0025208
G84	G77	0.0025199
G76	G51	0.0025183
G83	G56	0.0025178
G34	G48	0.0025165
G29	G77	0.0025165
G6	G69	0.0025157
G66	G51	0.0025156
G86	G26	0.0025155
G94	G66	0.0025131
G62	G73	0.0025126
G20	G97	0.0025124
G19	G92	0.0025123
G81	G89	0.0025099
G15	G73	0.0025095
G52	G98	0.002508
G20	G18	0.002508
G12	G43	0.0025078
G9	G70	0.0025073
G94	G80	0.0025029
G91	G71	0.0025015
G11	G77	0.0025007
G8	G10	0.0025004
G98	G83	0.0025003
G8	G49	0.0025003
G59	G82	0.0024988
G40	G29	0.0024984
G1	G44	0.002497
G12	G69	0.0024924
G71	G24	0.0024918
G4	G30	0.0024912
G11	G32	0.0024899
G49	G32	0.0024856
G60	G16	0.002485
G7	G63	0.0024835
G6	G49	0.0024834
G97	G10	0.0024814
G6	G79	0.0024805
G79	G71	0.0024804
G6	G32	0.0024797
G6	G29	0.0024794
G87	G62	0.0024792
G78	G80	0.0024789
G4	G88	0.0024784
G9	G92	0.0024747
G31	G51	0.002474
G71	G8	0.0024733
G85	G58	0.0024722
G48	G64	0.0024718
G36	G37	0.0024709
G94	G73	0.0024688
G56	G40	0.0024686
G42	G26	0.0024684
G31	G58	0.0024665
G88	G94	0.0024655
G4	G45	0.0024651
G69	G14	0.0024637
G29	G5	0.0024631
G92	G31	0.0024611
G92	G44	0.0024611
G59	G83	0.0024578
G27	G20	0.0024577
G4	G24	0.0024575
G81	G95	0.0024569
G84	G86	0.002455
G40	G18	0.0024539
G83	G28	0.0024535
G88	G41	0.0024524
G19	G46	0.0024504
G73	G72	0.0024498
G25	G71	0.0024467
G4	G79	0.0024462
G92	G47	0.0024462
G74	G35	0.0024459
G54	G80	0.0024454
G10	G26	0.0024429
G81	G83	0.0024427
G98	G89	0.0024425
G14	G52	0.0024423
G8	G67	0.0024413
G59	G10	0.0024397
G89	G98	0.0024377
G78	G20	0.0024372
G51	G100	0.0024361
G69	G66	0.0024328
G29	G69	0.0024324
G78	G52	0.0024322
G32	G92	0.0024321
G32	G78	0.0024321
G67	G15	0.0024315
G9	G74	0.0024315
G10	G79	0.0024299
G99	G24	0.0024296
G73	G18	0.0024291
G99	G12	0.0024276
G84	G71	0.0024275
G35	G91	0.0024253
G6	G97	0.0024244
G97	G72	0.0024243
G59	G66	0.0024236
G7	G62	0.0024233
G84	G15	0.0024223
G92	G48	0.0024187
G41	G21	0.0024184
